input_id	input_desc
21464	fast foods, fried chicken, breast, meat only, skin and breading removed
32032	sausage, egg and cheese breakfast biscuit
32007	taquitos, frozen, beef and cheese, oven-heated
14090	beverages, coconut water, ready-to-drink, unsweetened
907028	reduced sodium: ham, sliced, pre-packaged, deli meat (96%fat free, water added)
14066	beverages, protein powder whey based
14030	beverages, the coca-cola company, nos energy drink, original, grape, loaded cherry, charged citrus, fortified with vitamins b6 and b12
14239	alcoholic beverage, malt beer, hard lemonade
19917	candies, m&m mars pretzel chocolate candies
28290	cookie, with peanut butter filling, chocolate-coated
14062	beverages, abbott, ensure, nutritional shake, ready-to-drink
17014	lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4" fat, choice, cooked, roasted
19918	sweetener, herbal extract powder from stevia leaf
14036	beverages, cytosport, muscle milk, ready-to-drink
999328	vitamin d as ingredient
23357	beef, round, top round roast, boneless, separable lean only, trimmed to 0" fat, all grades, raw
14033	beverages, abbott, eas whey protein powder
14041	beverages, nestle, boost plus, nutritional drink, ready-to-drink
14067	beverages, protein powder soy based
14044	beverages, slimfast, meal replacement,  high protein shake, ready-to-drink, 3-2-1 plan
14058	beverages, whey protein powder isolate
14079	beverages, yellow green colored citrus soft drink with caffeine
28337	bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca
28288	bread, roll, mexican, bollilo
19001	candies, toblerone, milk chocolate with honey and almond nougat
8571	cereals ready-to-eat, nature's path, organic flax plus, pumpkin granola
28293	cookie, butter or sugar, with chocolate icing or filling
28294	cookie, chocolate, with icing or coating
28292	crackers, multigrain
28327	crackers, water biscuits
27065	dip, bean, original flavor
21520	fast foods, breadstick, soft, prepared with garlic and parmesan cheese
21519	fast foods, breakfast burrito, with egg, cheese, and sausage
21229	fast foods, chicken, breaded and fried, boneless pieces, plain
21469	fast foods, fried chicken, breast, meat and skin and breading
21465	fast foods, fried chicken, drumstick, meat only, skin and breading removed
21471	fast foods, fried chicken, thigh, meat and skin and breading
21466	fast foods, fried chicken, thigh, meat only, skin and breading removed
1264	ice cream bar, stick or nugget, with crunch coating
19920	jams, preserves, marmalades, sweetened with fruit juice
17002	lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4" fat, choice, cooked
17027	lamb, loin, separable lean only, trimmed to 1/4" fat, choice, cooked, broiled
17042	lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4" fat, choice, cooked, roasted
9178	mango, dried, sweetened
32012	pizza rolls, frozen, unprepared
32013	potsticker or wonton, pork and vegetable, frozen, unprepared
907961	reduced sodium: chicken breast, deli, rotisserie seasoned, sliced, prepackaged
32002	rice and vermicelli mix, rice pilaf flavor, unprepared
25071	rice crackers
27066	sauce, horseradish
27059	sauce, peanut, made from peanut butter, water, soy sauce
100173	sausage, pork, chorizo, link or ground, cooked, pan-fried
19000	schiff,tiger's milk bar
19030	syrup, fruit flavored
5697	turkey from whole, light meat, meat only, with added solution, cooked, roasted
42128	turkey ham, sliced, extra lean, prepackaged or deli-sliced
32011	yellow rice with seasoning, dry packet mix, unprepared
